Title,EmploymentType,Location,ClosingDate,Agency,Link,DateFirstRetrieved
Project Specialist Senior -Project Manager Location and Design,Full-Time (Salaried),Salem,2023-03-07T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/project-specialist-senior-project-manager-location-and-design-salem-virginia-united-states,2023-03-06
"Investigator, Tobacco Enforcement Section (OAG00422)- Northern Virginia",Full-Time (Salaried),Fairfax,NA,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/investigator-tobacco-enforcement-section-oag00422-northern-virginia-fairfax-virginia-united-states,2023-03-06
Receiver/Delivery Driver - Ft. Belvoir VIB Base Supply Store - #BVIIS175,Full-Time (Salaried),Fairfax County,NA,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/receiver-delivery-driver-ft-belvoir-vib-base-supply-store-bviis175-fairfax-county-virginia-united-states,2023-03-06
Executive Secretary: Buckingham Correctional Center #00004,Full-Time (Salaried),Buckingham,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/executive-secretary-buckingham-correctional-center-00004-buckingham-virginia-united-states,2023-03-06
Highway Maintenance Crew Member,Full-Time (Salaried),Louisa,2023-03-07T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/highway-maintenance-crew-member-louisa-virginia-united-states,2023-03-06
Area Forester-Southern Rivers District,Full-Time (Salaried),Halifax,2023-03-08T23:55:00Z,Department of Forestry,https://www.jobs.virginia.gov/jobs/area-forester-southern-rivers-district-halifax-virginia-united-states,2023-03-06
Office Services Specialist,Full-Time (Salaried),Chesterfield,2023-03-06T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/office-services-specialist-chesterfield-virginia-united-states,2023-03-06
"Benefits Claims Specialist - Roanoke, VA",Full-Time (Salaried),Roanoke,2023-03-07T23:55:00Z,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/benefits-claims-specialist-roanoke-va-roanoke-virginia-united-states-c00f5d3e-3080-47d3-9c5a-d33c252eb097,2023-03-06
"Benefits Claims Specialist - Roanoke, VA",Full-Time (Salaried),Roanoke,2023-03-07T23:55:00Z,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/benefits-claims-specialist-roanoke-va-roanoke-virginia-united-states,2023-03-06
Accounts Payable Technician - AF056,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/accounts-payable-technician-af056-richmond-virginia-united-states,2023-03-06
Auditor,Full-Time (Salaried),Richmond,2023-03-08T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/auditor-richmond-virginia-united-states-e3aa5a27-1eda-410c-9085-2d3de55262c9,2023-03-06
Senior Roadway Design Engineer,Full-Time (Salaried),Richmond,2023-03-21T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/senior-roadway-design-engineer-richmond-virginia-united-states,2023-03-06
Data Specialist,Full-Time (Salaried),Hampton,2023-03-19T12:00:00Z,Marine Resources Commission,https://www.jobs.virginia.gov/jobs/data-specialist-hampton-virginia-united-states,2023-03-06
Seafood Dealer Specialist,Full-Time (Salaried),Hampton,2023-03-19T12:00:00Z,Marine Resources Commission,https://www.jobs.virginia.gov/jobs/seafood-dealer-specialist-hampton-virginia-united-states,2023-03-06
Fiscal Technician,Full-Time (Salaried),"Rockbridge County
  Shenandoah
  Staunton
  Waynesboro

            Rockbridge County
  Shenandoah
  Staunton",2023-04-21T23:55:00Z,Frontier Culture Museum of VA,https://www.jobs.virginia.gov/jobs/fiscal-technician-rockbridge-county-virginia-united-states-shenandoah-staunton-waynesboro,2023-03-06
Park Ranger Maintenance - Kiptopeke State Park,Full-Time (Salaried),Northampton,2023-03-06T23:55:00Z,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/park-ranger-maintenance-kiptopeke-state-park-northampton-virginia-united-states,2023-03-06
Chief Ranger Law Enforcement - Belle Isle State Park,Full-Time (Salaried),Lancaster,2023-03-08T23:55:00Z,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/chief-ranger-law-enforcement-belle-isle-state-park-lancaster-virginia-united-states,2023-03-06
Defined Contribution Plans Administration and Services Supervisor (Hybrid),Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Virginia Retirement System,https://www.jobs.virginia.gov/jobs/defined-contribution-plans-administration-and-services-supervisor-hybrid-richmond-virginia-united-states,2023-03-06
Agriculture and Foreign Labor Specialist,Full-Time (Salaried),"Amelia
  Appomattox
  Brunswick
  Cumberland
  Emporia
  Greensville
  Henrico
  Lunenburg
  Mecklenburg
  Nottoway
  Powhatan
  Prince Edward

            Amelia
  Appomattox
  Brunswick",NA,Virginia Employment Commission,https://www.jobs.virginia.gov/jobs/agriculture-and-foreign-labor-specialist-emporia-virginia-united-states,2023-03-06
"Regional Marketing Specialist (food, agricultural and forest products)",Full-Time (Salaried),Wythe,2023-03-24T23:55:00Z,Agriculture & Consumer Svcs,https://www.jobs.virginia.gov/jobs/regional-marketing-specialist-food-agricultural-and-forest-products-wythe-virginia-united-states,2023-03-06
Grants Specialist,Full-Time (Salaried),Richmond,2023-03-07T23:55:00Z,Agriculture & Consumer Svcs,https://www.jobs.virginia.gov/jobs/grants-specialist-richmond-virginia-united-states,2023-03-06
Director of Rehabilitation Teaching and Independent Living - #BVI00017,Full-Time (Salaried),Henrico,NA,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/director-of-rehabilitation-teaching-and-independent-living-bvi00017-henrico-virginia-united-states,2023-03-06
Braille Transcriber - #BVI00182,Full-Time (Salaried),Henrico,NA,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/braille-transcriber-bvi00182-henrico-virginia-united-states,2023-03-06
Cabinet Making Teacher: Greensville Correctional Center #ED023,Full-Time (Salaried),Greensville,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/cabinet-making-teacher-greensville-correctional-center-ed023-greensville-virginia-united-states,2023-03-06
Deputy Chief Probation Officer (Probation Supervisor): Voice Verification/Biometric Unit - #00609,Full-Time (Salaried),Powhatan,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/deputy-chief-probation-officer-probation-supervisor-voice-verification-biometric-unit-00609-powhatan-virginia-united-states,2023-03-06
Postal Assistant: Haynesville Correctional Complex #00349,Full-Time (Salaried),Richmond County,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/postal-assistant-haynesville-correctional-complex-00349-richmond-county-virginia-united-states,2023-03-06
Program Support Technician (Human Resources): St. Brides Correctional Center #00438,Full-Time (Salaried),Chesapeake,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/program-support-technician-human-resources-st-brides-correctional-center-00438-chesapeake-virginia-united-states,2023-03-06
Plumbing/Pipefitting Teacher: St. Brides Correctional Center #ED013,Full-Time (Salaried),Chesapeake,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/plumbing-pipefitting-teacher-st-brides-correctional-center-ed013-chesapeake-virginia-united-states,2023-03-06
Probation Officer: P&P District #5/Gloucester #P0509,Full-Time (Salaried),Gloucester,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-5-gloucester-p0509-gloucester-virginia-united-states,2023-03-06
Chief Financial Officer - #ARS00646,Full-Time (Salaried),Henrico,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/chief-financial-officer-ars00646-henrico-virginia-united-states,2023-03-06
Environmental Health Specialist Sr.,Full-Time (Salaried),Culpepper,2023-03-07T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/environmental-health-specialist-sr-culpepper-virginia-united-states,2023-03-06
Public Health Nurse (RN),Full-Time (Salaried),Culpepper,2023-03-07T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-rn-culpepper-virginia-united-states,2023-03-06
Production Technician: Haynesville Correctional Center #00231,Full-Time (Salaried),Richmond County,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/production-technician-haynesville-correctional-center-00231-richmond-county-virginia-united-states,2023-03-06
Release Engineer #00882: Department of Corrections,Full-Time (Salaried),Richmond,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/release-engineer-00882-department-of-corrections-richmond-virginia-united-states,2023-03-06
Program Management Coordinator,Full-Time (Salaried),Bristol,2023-03-10T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/program-management-coordinator-bristol-virginia-united-states-ea6c6a3b-255b-4e55-ab4d-3e4a97676646,2023-03-06
Website Administrator Sr. #01482: Department of Corrections,Full-Time (Salaried),Richmond,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/website-administrator-sr-01482-department-of-corrections-richmond-virginia-united-states,2023-03-06
Casework Counselor: Central Virginia Correctional Unit 13 #13060,Full-Time (Salaried),Chesterfield,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-central-virginia-correctional-unit-13-13060-chesterfield-virginia-united-states-afb81a2e-64a4-42f1-a256-592c6fe029d2,2023-03-06
Fiscal Tech Senior: Nottoway Correctional Center #00645,Full-Time (Salaried),Nottoway,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/fiscal-tech-senior-nottoway-correctional-center-00645-nottoway-virginia-united-states,2023-03-06
Librarian: Dillwyn Correctional Center #ED004,Full-Time (Salaried),Buckingham,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/librarian-dillwyn-correctional-center-ed004-buckingham-virginia-united-states,2023-03-06
Casework Counselor: Beaumont Corr Center #02134,Full-Time (Salaried),Goochland,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-beaumont-corr-center-02134-goochland-virginia-united-states,2023-03-06
Casework Counselor Senior: Beaumont Corr Center #02133,Full-Time (Salaried),Goochland,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-senior-beaumont-corr-center-02133-goochland-virginia-united-states,2023-03-06
Plant Manager: Coffeewood Correctional Center #00122,Full-Time (Salaried),Culpepper,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/plant-manager-coffeewood-correctional-center-00122-culpepper-virginia-united-states,2023-03-06
Office Services Assistant: P&P District #10 Arlington #P1007,Full-Time (Salaried),Arlington,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/office-services-assistant-p-p-district-10-arlington-p1007-arlington-virginia-united-states,2023-03-06
Financial Analyst,Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,Dept of Criminal Justice Svcs,https://www.jobs.virginia.gov/jobs/financial-analyst-richmond-virginia-united-states,2023-03-06
School Nutrition Program Farm to School Specialist,Full-Time (Salaried),Richmond,2023-03-10T23:55:00Z,Dept of Ed Central Operations,https://www.jobs.virginia.gov/jobs/school-nutrition-program-farm-to-school-specialist-richmond-virginia-united-states,2023-03-06
Office Services Specialist: Greensville Correctional Center #01004,Full-Time (Salaried),Greensville,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/office-services-specialist-greensville-correctional-center-01004-greensville-virginia-united-states,2023-03-06
Environmental Health Specialist Senior,Full-Time (Salaried),Lunenburg,NA,Department of Health,https://www.jobs.virginia.gov/jobs/environmental-health-specialist-senior-lunenburg-virginia-united-states,2023-03-06
Assistant District Land Use Manager,Full-Time (Salaried),Fairfax County,2023-03-09T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/assistant-district-land-use-manager-fairfax-county-virginia-united-states,2023-03-06
Senior Accountant - #ARS00419,Full-Time (Salaried),Henrico,2023-03-06T23:55:00Z,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/senior-accountant-ars00419-henrico-virginia-united-states,2023-03-06
Program Support Technician (Peer Recovery Specialist): Brunswick CCAP #01577,Full-Time (Salaried),Brunswick,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/program-support-technician-peer-recovery-specialist-brunswick-ccap-01577-brunswick-virginia-united-states,2023-03-06
Program Support Technician (Peer Recovery Specialist): Tazewell P&P District #43 #01576,Full-Time (Salaried),Tazewell,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/program-support-technician-peer-recovery-specialist-tazewell-p-p-district-43-01576-tazewell-virginia-united-states,2023-03-06
Plant Manager: Augusta Correctional Center #00055,Full-Time (Salaried),Augusta County,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/plant-manager-augusta-correctional-center-00055-augusta-county-virginia-united-states,2023-03-06
Data Integration Specialist : #01478,Full-Time (Salaried),Richmond,2023-03-06T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/data-integration-specialist-01478-richmond-virginia-united-states,2023-03-06
Mental Health Clinician I - Dillwyn Correctional Center,Full-Time (Salaried),Buckingham,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-i-dillwyn-correctional-center-buckingham-virginia-united-states,2023-03-06
Accountant III (Hybrid),Full-Time (Salaried),Richmond,2023-03-23T23:55:00Z,Virginia Retirement System,https://www.jobs.virginia.gov/jobs/accountant-iii-hybrid-richmond-virginia-united-states,2023-03-06
Lead Horticulturist,Full-Time (Salaried),Richmond,NA,Virginia Museum of Fine Arts,https://www.jobs.virginia.gov/jobs/lead-horticulturist-richmond-virginia-united-states,2023-03-06
Equipment Repair Supervisor: St. Brides Correctional Center #00008,Full-Time (Salaried),Chesapeake,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/equipment-repair-supervisor-chesapeake-virginia-united-states,2023-03-06
Casework Counselor Senior: St. Brides Correctional Center #00427,Full-Time (Salaried),Chesapeake,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-senior-chesapeake-virginia-united-states,2023-03-06
Fiscal Technician: St. Brides Correctional Center #00322,Full-Time (Salaried),Chesapeake,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/fiscal-technician-st-brides-correctional-center-chesapeake-virginia-united-states,2023-03-06
Adult Education Teacher: Greensville Correctional Center #ED011,Full-Time (Salaried),Greensville,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/adult-education-teacher-jarratt-virginia-united-states,2023-03-06
Upholstery Teacher: Greensville Correctional Center #ED018,Full-Time (Salaried),Greensville,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/upholstery-teacher-jarratt-virginia-united-states,2023-03-06
Corrections Sergeant (Multiple Vacancies): Greensville Correctional Center #00072,Full-Time (Salaried),Greensville,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-sergeant-greensville-correctional-center-00072-greensville-virginia-united-states,2023-03-06
Corrections Lieutenant (Multiple Vacancies): Greensville Correctional Center #00059,Full-Time (Salaried),Greensville,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-lieutenant-greensville-correctional-center-00059-greensville-virginia-united-states,2023-03-06
Food Operations Supervisor (Multiple Vacancies): Greensville Correctional Center #01231,Full-Time (Salaried),Greensville,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-multiple-vacancies-jarratt-virginia-united-states,2023-03-06
